date,gpu,family,model,weights,kv_cache,thinking,task,setting,metric,score,stderr,engine_version,harness,source_tag,notes
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,humaneval,"0-shot completion, 4 stop strings, n=164",pass@1,0.3598,0.0376,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.8226,0.0164,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,mmlu,"5-shot, 50 per subject",acc,0.8035,0.0071,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,truthfulqa_mc2,"0-shot, n=500",acc,0.5063,0.0201,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,wikitext,"60 documents, word perplexity",word_perplexity,11.2629,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,nvidia/Qwen3-30B-A3B-NVFP4,"NVFP4 (NVIDIA, calibrated)",fp8,off,winogrande,"5-shot, n=500",acc,0.712,0.0203,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-GPTQ-Int4,GPTQ Int4 (publisher),fp8,off,arc_challenge,"25-shot, n=500",acc_norm,0.668,0.0211,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-gptq4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-GPTQ-Int4,GPTQ Int4 (publisher),fp8,off,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.908,0.0129,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-gptq4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-GPTQ-Int4,GPTQ Int4 (publisher),fp8,off,gsm8k_flexible,"5-shot greedy chat template, n=500, flexible answer extraction",exact_match,0.92,0.0121,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-gptq4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-GPTQ-Int4,GPTQ Int4 (publisher),fp8,off,hellaswag,"10-shot, n=500",acc_norm,0.678,0.0209,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-gptq4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-GPTQ-Int4,GPTQ Int4 (publisher),fp8,off,humaneval,"0-shot completion, 4 stop strings, n=164",pass@1,0.4146,0.0386,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-gptq4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-GPTQ-Int4,GPTQ Int4 (publisher),fp8,off,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.8226,0.0164,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-gptq4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-GPTQ-Int4,GPTQ Int4 (publisher),fp8,off,mmlu,"5-shot, 50 per subject",acc,0.8021,0.0071,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-gptq4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-GPTQ-Int4,GPTQ Int4 (publisher),fp8,off,truthfulqa_mc2,"0-shot, n=500",acc,0.5321,0.0198,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-gptq4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-GPTQ-Int4,GPTQ Int4 (publisher),fp8,off,wikitext,"60 documents, word perplexity",word_perplexity,11.2835,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-gptq4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-GPTQ-Int4,GPTQ Int4 (publisher),fp8,off,winogrande,"5-shot, n=500",acc,0.71,0.0203,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-gptq4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),auto,off,arc_challenge,"25-shot, n=500",acc_norm,0.688,0.0207,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8-kvauto,KV precision variant
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),auto,off,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.924,0.0119,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8-kvauto,KV precision variant
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),auto,off,gsm8k_flexible,"5-shot greedy chat template, n=500, flexible answer extraction",exact_match,0.93,0.0114,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8-kvauto,KV precision variant
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),auto,off,hellaswag,"10-shot, n=500",acc_norm,0.676,0.021,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8-kvauto,KV precision variant
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),auto,off,humaneval,"0-shot completion, 4 stop strings, n=164",pass@1,0.3293,0.0368,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8-kvauto,KV precision variant
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),auto,off,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.8299,0.0162,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8-kvauto,KV precision variant
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),auto,off,mmlu,"5-shot, 50 per subject",acc,0.8102,0.0071,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8-kvauto,KV precision variant
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),auto,off,truthfulqa_mc2,"0-shot, n=500",acc,0.546,0.0203,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8-kvauto,KV precision variant
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),auto,off,wikitext,"60 documents, word perplexity",word_perplexity,10.916,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8-kvauto,KV precision variant
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-30B-A3B,Qwen/Qwen3-30B-A3B-FP8,fp8 (publisher),auto,off,winogrande,"5-shot, n=500",acc,0.702,0.0205,vLLM 0.28.0,lm-eval 0.4.13,q-30b-apr-fp8-kvauto,KV precision variant
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B,bf16,auto,off,arc_challenge,"25-shot, n=500",acc_norm,0.728,0.0199,vLLM 0.28.0,lm-eval 0.4.13,q-27b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B,bf16,auto,off,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.974,0.0071,vLLM 0.28.0,lm-eval 0.4.13,q-27b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B,bf16,auto,off,gsm8k_flexible,"5-shot greedy chat template, n=500, flexible answer extraction",exact_match,0.974,0.0071,vLLM 0.28.0,lm-eval 0.4.13,q-27b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B,bf16,auto,off,hellaswag,"10-shot, n=500",acc_norm,0.664,0.0211,vLLM 0.28.0,lm-eval 0.4.13,q-27b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B,bf16,auto,off,humaneval,"0-shot completion, 4 stop strings, n=164",pass@1,0.7866,0.0321,vLLM 0.28.0,lm-eval 0.4.13,q-27b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B,bf16,auto,off,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.8041,0.0171,vLLM 0.28.0,lm-eval 0.4.13,q-27b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B,bf16,auto,off,mmlu,"5-shot, 50 per subject",acc,0.8337,0.0067,vLLM 0.28.0,lm-eval 0.4.13,q-27b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B,bf16,auto,off,truthfulqa_mc2,"0-shot, n=500",acc,0.5235,0.0191,vLLM 0.28.0,lm-eval 0.4.13,q-27b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B,bf16,auto,off,wikitext,"60 documents, word perplexity",word_perplexity,8.4808,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-27b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B,bf16,auto,off,winogrande,"5-shot, n=500",acc,0.792,0.0182,vLLM 0.28.0,lm-eval 0.4.13,q-27b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B-FP8,fp8 (publisher),fp8,off,arc_challenge,"25-shot, n=500",acc_norm,0.728,0.0199,vLLM 0.28.0,lm-eval 0.4.13,q-27b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B-FP8,fp8 (publisher),fp8,off,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.968,0.0079,vLLM 0.28.0,lm-eval 0.4.13,q-27b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B-FP8,fp8 (publisher),fp8,off,gsm8k_flexible,"5-shot greedy chat template, n=500, flexible answer extraction",exact_match,0.972,0.0074,vLLM 0.28.0,lm-eval 0.4.13,q-27b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B-FP8,fp8 (publisher),fp8,off,hellaswag,"10-shot, n=500",acc_norm,0.666,0.0211,vLLM 0.28.0,lm-eval 0.4.13,q-27b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B-FP8,fp8 (publisher),fp8,off,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.7948,0.0174,vLLM 0.28.0,lm-eval 0.4.13,q-27b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B-FP8,fp8 (publisher),fp8,off,mmlu,"5-shot, 50 per subject",acc,0.8351,0.0067,vLLM 0.28.0,lm-eval 0.4.13,q-27b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B-FP8,fp8 (publisher),fp8,off,truthfulqa_mc2,"0-shot, n=500",acc,0.5263,0.0191,vLLM 0.28.0,lm-eval 0.4.13,q-27b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B-FP8,fp8 (publisher),fp8,off,wikitext,"60 documents, word perplexity",word_perplexity,8.5091,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-27b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,Qwen/Qwen3.8-27B-FP8,fp8 (publisher),fp8,off,winogrande,"5-shot, n=500",acc,0.786,0.0184,vLLM 0.28.0,lm-eval 0.4.13,q-27b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,unsloth/Qwen3.8-27B-NVFP4,NVFP4 (community),fp8,off,arc_challenge,"25-shot, n=500",acc_norm,0.734,0.0198,vLLM 0.28.0,lm-eval 0.4.13,q-27b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,unsloth/Qwen3.8-27B-NVFP4,NVFP4 (community),fp8,off,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.974,0.0071,vLLM 0.28.0,lm-eval 0.4.13,q-27b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,unsloth/Qwen3.8-27B-NVFP4,NVFP4 (community),fp8,off,gsm8k_flexible,"5-shot greedy chat template, n=500, flexible answer extraction",exact_match,0.974,0.0071,vLLM 0.28.0,lm-eval 0.4.13,q-27b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,unsloth/Qwen3.8-27B-NVFP4,NVFP4 (community),fp8,off,hellaswag,"10-shot, n=500",acc_norm,0.68,0.0209,vLLM 0.28.0,lm-eval 0.4.13,q-27b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,unsloth/Qwen3.8-27B-NVFP4,NVFP4 (community),fp8,off,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.8078,0.017,vLLM 0.28.0,lm-eval 0.4.13,q-27b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,unsloth/Qwen3.8-27B-NVFP4,NVFP4 (community),fp8,off,mmlu,"5-shot, 50 per subject",acc,0.8232,0.0069,vLLM 0.28.0,lm-eval 0.4.13,q-27b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,unsloth/Qwen3.8-27B-NVFP4,NVFP4 (community),fp8,off,truthfulqa_mc2,"0-shot, n=500",acc,0.5174,0.0193,vLLM 0.28.0,lm-eval 0.4.13,q-27b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,unsloth/Qwen3.8-27B-NVFP4,NVFP4 (community),fp8,off,wikitext,"60 documents, word perplexity",word_perplexity,8.6407,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-27b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3.8-27B,unsloth/Qwen3.8-27B-NVFP4,NVFP4 (community),fp8,off,winogrande,"5-shot, n=500",acc,0.806,0.0177,vLLM 0.28.0,lm-eval 0.4.13,q-27b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B,bf16,auto,off,arc_challenge,"25-shot, n=500",acc_norm,0.658,0.0212,vLLM 0.28.0,lm-eval 0.4.13,q-8b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B,bf16,auto,off,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.784,0.0184,vLLM 0.28.0,lm-eval 0.4.13,q-8b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B,bf16,auto,off,gsm8k_flexible,"5-shot greedy chat template, n=500, flexible answer extraction",exact_match,0.848,0.0161,vLLM 0.28.0,lm-eval 0.4.13,q-8b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B,bf16,auto,off,hellaswag,"10-shot, n=500",acc_norm,0.676,0.021,vLLM 0.28.0,lm-eval 0.4.13,q-8b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B,bf16,auto,off,humaneval,"0-shot completion, 4 stop strings, n=164",pass@1,0.6463,0.0374,vLLM 0.28.0,lm-eval 0.4.13,q-8b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B,bf16,auto,off,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.8078,0.017,vLLM 0.28.0,lm-eval 0.4.13,q-8b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B,bf16,auto,off,mmlu,"5-shot, 50 per subject",acc,0.7681,0.0076,vLLM 0.28.0,lm-eval 0.4.13,q-8b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B,bf16,auto,off,truthfulqa_mc2,"0-shot, n=500",acc,0.5381,0.0201,vLLM 0.28.0,lm-eval 0.4.13,q-8b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B,bf16,auto,off,wikitext,"60 documents, word perplexity",word_perplexity,12.2473,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-8b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B,bf16,auto,off,winogrande,"5-shot, n=500",acc,0.704,0.0204,vLLM 0.28.0,lm-eval 0.4.13,q-8b-bf16,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-FP8,fp8 (publisher),fp8,off,arc_challenge,"25-shot, n=500",acc_norm,0.662,0.0212,vLLM 0.28.0,lm-eval 0.4.13,q-8b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-FP8,fp8 (publisher),fp8,off,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.746,0.0195,vLLM 0.28.0,lm-eval 0.4.13,q-8b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-FP8,fp8 (publisher),fp8,off,gsm8k_flexible,"5-shot greedy chat template, n=500, flexible answer extraction",exact_match,0.848,0.0161,vLLM 0.28.0,lm-eval 0.4.13,q-8b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-FP8,fp8 (publisher),fp8,off,hellaswag,"10-shot, n=500",acc_norm,0.668,0.0211,vLLM 0.28.0,lm-eval 0.4.13,q-8b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-FP8,fp8 (publisher),fp8,off,humaneval,"0-shot completion, 4 stop strings, n=164",pass@1,0.6037,0.0383,vLLM 0.28.0,lm-eval 0.4.13,q-8b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-FP8,fp8 (publisher),fp8,off,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.8226,0.0164,vLLM 0.28.0,lm-eval 0.4.13,q-8b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-FP8,fp8 (publisher),fp8,off,mmlu,"5-shot, 50 per subject",acc,0.7681,0.0076,vLLM 0.28.0,lm-eval 0.4.13,q-8b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-FP8,fp8 (publisher),fp8,off,truthfulqa_mc2,"0-shot, n=500",acc,0.5322,0.0201,vLLM 0.28.0,lm-eval 0.4.13,q-8b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-FP8,fp8 (publisher),fp8,off,wikitext,"60 documents, word perplexity",word_perplexity,12.3275,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-8b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-FP8,fp8 (publisher),fp8,off,winogrande,"5-shot, n=500",acc,0.716,0.0202,vLLM 0.28.0,lm-eval 0.4.13,q-8b-fp8,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-AWQ,AWQ Int4 (publisher),fp8,off,arc_challenge,"25-shot, n=500",acc_norm,0.662,0.0212,vLLM 0.28.0,lm-eval 0.4.13,q-8b-awq,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-AWQ,AWQ Int4 (publisher),fp8,off,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.804,0.0178,vLLM 0.28.0,lm-eval 0.4.13,q-8b-awq,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-AWQ,AWQ Int4 (publisher),fp8,off,gsm8k_flexible,"5-shot greedy chat template, n=500, flexible answer extraction",exact_match,0.86,0.0155,vLLM 0.28.0,lm-eval 0.4.13,q-8b-awq,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-AWQ,AWQ Int4 (publisher),fp8,off,hellaswag,"10-shot, n=500",acc_norm,0.668,0.0211,vLLM 0.28.0,lm-eval 0.4.13,q-8b-awq,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-AWQ,AWQ Int4 (publisher),fp8,off,humaneval,"0-shot completion, 4 stop strings, n=164",pass@1,0.6341,0.0377,vLLM 0.28.0,lm-eval 0.4.13,q-8b-awq,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-AWQ,AWQ Int4 (publisher),fp8,off,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.8096,0.0169,vLLM 0.28.0,lm-eval 0.4.13,q-8b-awq,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-AWQ,AWQ Int4 (publisher),fp8,off,mmlu,"5-shot, 50 per subject",acc,0.7621,0.0077,vLLM 0.28.0,lm-eval 0.4.13,q-8b-awq,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-AWQ,AWQ Int4 (publisher),fp8,off,truthfulqa_mc2,"0-shot, n=500",acc,0.5343,0.0203,vLLM 0.28.0,lm-eval 0.4.13,q-8b-awq,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-AWQ,AWQ Int4 (publisher),fp8,off,wikitext,"60 documents, word perplexity",word_perplexity,12.7018,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-8b-awq,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,Qwen/Qwen3-8B-AWQ,AWQ Int4 (publisher),fp8,off,winogrande,"5-shot, n=500",acc,0.71,0.0203,vLLM 0.28.0,lm-eval 0.4.13,q-8b-awq,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,RedHatAI/Qwen3-8B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,off,arc_challenge,"25-shot, n=500",acc_norm,0.65,0.0214,vLLM 0.28.0,lm-eval 0.4.13,q-8b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,RedHatAI/Qwen3-8B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,off,gsm8k,"5-shot greedy chat template, n=500",exact_match,0.796,0.018,vLLM 0.28.0,lm-eval 0.4.13,q-8b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,RedHatAI/Qwen3-8B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,off,gsm8k_flexible,"5-shot greedy chat template, n=500, flexible answer extraction",exact_match,0.838,0.0165,vLLM 0.28.0,lm-eval 0.4.13,q-8b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,RedHatAI/Qwen3-8B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,off,hellaswag,"10-shot, n=500",acc_norm,0.672,0.021,vLLM 0.28.0,lm-eval 0.4.13,q-8b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,RedHatAI/Qwen3-8B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,off,humaneval,"0-shot completion, 4 stop strings, n=164",pass@1,0.5793,0.0387,vLLM 0.28.0,lm-eval 0.4.13,q-8b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,RedHatAI/Qwen3-8B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,off,ifeval,"0-shot greedy chat template, n=541",prompt_level_strict_acc,0.8133,0.0168,vLLM 0.28.0,lm-eval 0.4.13,q-8b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,RedHatAI/Qwen3-8B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,off,mmlu,"5-shot, 50 per subject",acc,0.7512,0.0077,vLLM 0.28.0,lm-eval 0.4.13,q-8b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,RedHatAI/Qwen3-8B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,off,truthfulqa_mc2,"0-shot, n=500",acc,0.5359,0.0203,vLLM 0.28.0,lm-eval 0.4.13,q-8b-nvfp4,
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,Qwen3-8B,RedHatAI/Qwen3-8B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,off,wikitext,"60 documents, word perplexity",word_perplexity,12.7319,0.0,vLLM 0.28.0,lm-eval 0.4.13,q-8b-nvfp4,
